row_id,country,is_urban,age,Gender,married,education_level,literacy,employed_last_year,employment_category_last_year,employment_type_last_year,share_hh_income_provided,num_times_borrowed_last_year,borrowing_recency,formal_savings,informal_savings,has_insurance,has_investment,borrowed_for_emergency_last_year,borrowed_for_daily_expenses_last_year,phone_technology,phone_ownership,reg_bank_acct,active_bank_user,num_formal_institutions_last_year,num_informal_institutions_last_year,num_financial_activities_last_year,Poverty
140,G,TRUE,77,female,TRUE,2,TRUE,FALSE,retired_or_disabled,not_working,5,0,0,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2,2,TRUE,TRUE,3,0,4,1
141,A,FALSE,33,male,TRUE,2,FALSE,FALSE,housewife_or_student,not_working,1,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,2,TRUE,TRUE,2,0,4,0
142,I,TRUE,50,male,TRUE,3,TRUE,FALSE,housewife_or_student,not_working,1,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,3,2,TRUE,TRUE,1,0,2,1
143,F,FALSE,50,female,TRUE,3,TRUE,TRUE,employed,irregular_seasonal,4,2,2,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,2,2,FALSE,FALSE,0,0,0,1
144,A,TRUE,66,male,TRUE,0,FALSE,FALSE,housewife_or_student,not_working,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,FALSE,FALSE,0,0,0,0
145,A,FALSE,25,male,TRUE,1,TRUE,FALSE,housewife_or_student,not_working,3,1,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,FALSE,FALSE,0,0,0,1
146,G,FALSE,41,female,FALSE,2,TRUE,TRUE,employed,self_employed,5,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,2,2,FALSE,FALSE,1,1,2,1
147,G,FALSE,31,female,TRUE,3,TRUE,TRUE,employed,salaried,4,1,2,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,3,2,TRUE,FALSE,1,1,6,1
148,C,TRUE,53,male,TRUE,0,FALSE,FALSE,housewife_or_student,not_working,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,1,FALSE,FALSE,0,0,0,0
149,A,FALSE,45,male,TRUE,1,TRUE,FALSE,housewife_or_student,not_working,1,1,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,1,FALSE,FALSE,0,0,0,1
150,I,TRUE,40,female,TRUE,3,TRUE,TRUE,employed,self_employed,5,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,FALSE,FALSE,0,0,0,1
151,F,FALSE,31,male,FALSE,2,TRUE,TRUE,employed,self_employed,2,1,2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,2,TRUE,TRUE,1,0,1,1
152,I,TRUE,32,male,TRUE,3,TRUE,TRUE,employed,salaried,3,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,3,2,TRUE,TRUE,3,0,7,1
153,F,FALSE,49,female,TRUE,0,FALSE,TRUE,employed,irregular_seasonal,,1,2,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,0,FALSE,FALSE,0,1,0,0
154,J,FALSE,33,female,TRUE,2,TRUE,FALSE,housewife_or_student,not_working,2,3,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,2,FALSE,FALSE,1,0,2,1
155,G,TRUE,41,male,FALSE,1,TRUE,TRUE,employed,self_employed,3,3,2,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,2,2,TRUE,TRUE,2,0,6,1
156,F,FALSE,25,female,TRUE,0,FALSE,FALSE,housewife_or_student,not_working,1,1,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,FALSE,FALSE,0,0,0,0
157,F,FALSE,35,female,TRUE,2,FALSE,FALSE,housewife_or_student,not_working,2,1,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,2,FALSE,FALSE,0,0,0,0
158,F,FALSE,18,female,TRUE,,FALSE,FALSE,housewife_or_student,not_working,2,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,FALSE,FALSE,0,0,0,0
159,F,TRUE,25,female,FALSE,3,TRUE,TRUE,employed,self_employed,5,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,1,2,TRUE,TRUE,1,0,2,1
160,C,TRUE,29,female,TRUE,0,FALSE,FALSE,housewife_or_student,not_working,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,FALSE,FALSE,0,0,0,0
161,G,TRUE,30,female,TRUE,2,TRUE,TRUE,employed,salaried,4,2,2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,2,TRUE,TRUE,2,0,6,1
162,I,FALSE,23,female,FALSE,3,TRUE,TRUE,employed,self_employed,4,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1,2,TRUE,TRUE,1,0,1,1
163,C,FALSE,40,male,TRUE,1,TRUE,FALSE,housewife_or_student,not_working,,0,1,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,3,2,TRUE,TRUE,2,0,7,1
164,A,TRUE,51,female,TRUE,0,TRUE,TRUE,employed,self_employed,5,0,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3,2,FALSE,FALSE,1,0,2,1
165,J,FALSE,25,male,FALSE,0,FALSE,TRUE,employed,irregular_seasonal,2,0,0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,FALSE,FALSE,0,0,0,0
166,A,FALSE,21,female,FALSE,3,TRUE,FALSE,housewife_or_student,not_working,2,1,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3,2,FALSE,FALSE,1,0,2,1
167,I,FALSE,61,male,TRUE,0,FALSE,FALSE,retired_or_disabled,not_working,2,1,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,FALSE,FALSE,0,0,0,0
168,I,TRUE,55,female,TRUE,0,FALSE,FALSE,housewife_or_student,not_working,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,1,FALSE,FALSE,0,0,0,0
169,G,FALSE,24,male,FALSE,2,TRUE,TRUE,employed,irregular_seasonal,2,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,3,2,TRUE,TRUE,2,1,6,1
170,F,TRUE,57,female,TRUE,3,TRUE,TRUE,employed,self_employed,4,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,3,2,TRUE,TRUE,1,0,6,1
171,A,FALSE,21,male,TRUE,2,TRUE,FALSE,housewife_or_student,not_working,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,FALSE,FALSE,1,0,2,1
172,D,FALSE,18,male,FALSE,2,TRUE,TRUE,employed,salaried,5,0,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,2,2,FALSE,FALSE,0,0,0,1
173,A,TRUE,70,female,TRUE,0,FALSE,TRUE,employed,irregular_seasonal,2,3,2,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,FALSE,FALSE,0,0,0,0
174,F,FALSE,30,male,TRUE,0,FALSE,FALSE,housewife_or_student,not_working,1,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,FALSE,FALSE,0,0,0,0
175,A,FALSE,20,male,FALSE,3,TRUE,FALSE,housewife_or_student,not_working,1,1,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3,2,TRUE,TRUE,2,0,3,1
176,A,FALSE,23,female,TRUE,1,TRUE,FALSE,housewife_or_student,not_working,4,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,2,FALSE,FALSE,0,0,0,1
177,D,TRUE,29,female,TRUE,3,TRUE,TRUE,employed,salaried,3,0,1,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,3,2,TRUE,TRUE,4,0,7,1
178,J,FALSE,37,female,TRUE,1,FALSE,TRUE,employed,irregular_seasonal,2,1,2,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,FALSE,FALSE,0,1,0,0
179,G,FALSE,29,female,FALSE,0,FALSE,FALSE,unemployed,not_working,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,2,FALSE,FALSE,1,0,1,0
180,C,FALSE,25,male,TRUE,1,TRUE,TRUE,employed,self_employed,5,1,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,2,TRUE,FALSE,1,0,1,1
181,I,FALSE,19,female,FALSE,0,FALSE,FALSE,housewife_or_student,not_working,1,1,2,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,FALSE,FALSE,0,1,0,0
182,I,TRUE,32,male,TRUE,3,TRUE,TRUE,employed,self_employed,5,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,2,FALSE,FALSE,0,0,0,1
183,F,TRUE,31,male,FALSE,3,FALSE,TRUE,employed,self_employed,5,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1,2,FALSE,FALSE,0,0,0,0
184,I,TRUE,25,female,FALSE,3,TRUE,TRUE,employed,salaried,4,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,3,2,TRUE,TRUE,2,1,5,1
185,F,FALSE,40,male,TRUE,3,TRUE,TRUE,employed,salaried,5,0,1,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,1,2,TRUE,TRUE,1,0,5,1
186,G,TRUE,26,male,TRUE,1,TRUE,FALSE,housewife_or_student,not_working,2,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,3,2,TRUE,FALSE,1,0,5,1
187,A,FALSE,21,male,TRUE,3,TRUE,FALSE,housewife_or_student,not_working,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,2,FALSE,FALSE,0,0,0,1
188,F,FALSE,61,male,TRUE,1,FALSE,FALSE,other,other,2,3,2,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,FALSE,FALSE,0,0,0,0
189,D,FALSE,41,male,TRUE,1,TRUE,TRUE,employed,self_employed,3,0,1,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,3,2,FALSE,FALSE,1,0,4,1
190,A,TRUE,40,male,TRUE,3,TRUE,TRUE,employed,self_employed,5,1,2,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,2,2,TRUE,TRUE,2,0,2,1
191,A,FALSE,22,male,FALSE,2,TRUE,FALSE,housewife_or_student,not_working,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,2,FALSE,FALSE,1,0,2,1
192,G,FALSE,48,male,TRUE,2,TRUE,TRUE,employed,salaried,5,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,2,2,TRUE,TRUE,3,2,9,1
193,D,FALSE,30,male,FALSE,0,FALSE,TRUE,employed,irregular_seasonal,5,1,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,FALSE,FALSE,0,0,0,0
194,F,FALSE,19,female,FALSE,3,TRUE,TRUE,employed,self_employed,1,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,3,2,TRUE,FALSE,1,0,4,1
195,I,TRUE,60,female,TRUE,0,FALSE,FALSE,housewife_or_student,not_working,4,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,FALSE,FALSE,0,0,0,0
196,I,TRUE,36,female,TRUE,0,TRUE,TRUE,employed,self_employed,5,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,2,FALSE,FALSE,0,0,0,1
197,F,TRUE,48,male,TRUE,2,TRUE,FALSE,unemployed,not_working,3,2,2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,2,TRUE,TRUE,1,0,4,1
198,G,FALSE,34,female,TRUE,2,TRUE,FALSE,housewife_or_student,not_working,2,3,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,1,FALSE,FALSE,0,0,0,1
199,G,FALSE,32,female,FALSE,1,TRUE,TRUE,employed,salaried,4,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,1,2,FALSE,FALSE,1,1,4,1
200,D,FALSE,46,female,TRUE,1,TRUE,TRUE,employed,self_employed,5,2,2,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,3,2,TRUE,FALSE,1,0,3,1
201,J,TRUE,49,female,TRUE,3,TRUE,TRUE,employed,salaried,5,2,2,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,2,2,TRUE,TRUE,2,1,8,1
202,I,TRUE,68,male,TRUE,0,FALSE,FALSE,housewife_or_student,not_working,4,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,0,FALSE,FALSE,0,1,0,0
203,A,FALSE,51,female,TRUE,2,TRUE,FALSE,housewife_or_student,not_working,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,2,FALSE,FALSE,2,0,1,1
204,C,FALSE,25,female,TRUE,3,TRUE,TRUE,employed,salaried,2,1,2,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,2,TRUE,TRUE,1,0,1,1
205,F,TRUE,31,female,FALSE,3,TRUE,TRUE,employed,self_employed,5,2,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,2,FALSE,FALSE,0,0,0,1
206,D,FALSE,40,male,TRUE,3,TRUE,TRUE,employed,salaried,5,2,2,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,1,2,TRUE,TRUE,2,0,4,1
207,J,FALSE,25,female,FALSE,2,TRUE,TRUE,employed,salaried,2,1,2,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,3,2,TRUE,TRUE,2,0,7,1
208,C,FALSE,52,male,TRUE,0,TRUE,FALSE,housewife_or_student,not_working,2,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,2,TRUE,TRUE,1,0,1,1
209,J,FALSE,44,male,TRUE,3,TRUE,TRUE,employed,self_employed,2,3,2,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,3,2,TRUE,FALSE,3,3,7,1
210,A,FALSE,16,female,FALSE,1,FALSE,FALSE,unemployed,not_working,2,2,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3,2,FALSE,FALSE,1,0,4,0
211,J,FALSE,20,female,TRUE,1,FALSE,FALSE,unemployed,not_working,3,2,2,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,FALSE,FALSE,0,1,0,0
212,C,FALSE,18,male,FALSE,2,TRUE,FALSE,housewife_or_student,not_working,3,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,2,TRUE,TRUE,1,0,0,1
213,D,TRUE,60,male,TRUE,2,TRUE,TRUE,employed,self_employed,5,2,2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,2,TRUE,TRUE,3,1,7,1
214,G,TRUE,35,female,TRUE,3,TRUE,TRUE,employed,self_employed,5,3,2,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,3,2,TRUE,TRUE,3,0,6,1
215,G,TRUE,30,female,FALSE,2,TRUE,TRUE,employed,irregular_seasonal,5,1,2,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,3,2,TRUE,FALSE,1,0,5,1
216,G,TRUE,29,female,TRUE,3,TRUE,TRUE,employed,salaried,2,2,2,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,3,2,TRUE,FALSE,2,1,7,1
217,F,FALSE,19,female,TRUE,3,TRUE,TRUE,employed,self_employed,2,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,2,TRUE,TRUE,1,0,1,1
218,G,TRUE,25,male,FALSE,2,TRUE,TRUE,employed,salaried,5,3,2,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,2,TRUE,TRUE,2,0,6,1
219,F,TRUE,29,male,TRUE,3,TRUE,TRUE,employed,salaried,2,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,3,2,TRUE,FALSE,1,0,2,1
220,F,TRUE,35,male,TRUE,3,TRUE,TRUE,employed,self_employed,4,1,2,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,3,2,TRUE,TRUE,1,0,5,1
221,G,FALSE,29,female,TRUE,3,TRUE,TRUE,employed,salaried,2,3,2,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,3,2,TRUE,TRUE,3,1,5,1
222,G,TRUE,31,female,TRUE,2,TRUE,TRUE,employed,self_employed,3,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,3,2,FALSE,FALSE,1,0,5,1
223,A,FALSE,19,male,FALSE,2,TRUE,FALSE,housewife_or_student,not_working,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,2,FALSE,FALSE,1,0,2,1
224,G,FALSE,39,male,TRUE,2,TRUE,TRUE,employed,self_employed,2,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,2,FALSE,FALSE,1,0,7,1
225,C,FALSE,30,female,FALSE,2,FALSE,TRUE,employed,salaried,4,0,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,3,2,TRUE,TRUE,2,0,1,0
226,F,FALSE,21,male,FALSE,2,TRUE,TRUE,employed,self_employed,2,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3,2,FALSE,FALSE,0,0,0,1
227,J,FALSE,36,female,FALSE,1,FALSE,FALSE,housewife_or_student,not_working,5,2,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,FALSE,FALSE,0,0,0,0
228,I,FALSE,55,male,TRUE,3,TRUE,TRUE,employed,self_employed,2,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,2,FALSE,FALSE,0,1,0,1
229,I,TRUE,37,male,TRUE,2,TRUE,FALSE,housewife_or_student,not_working,1,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,3,2,TRUE,FALSE,1,0,2,1
230,G,TRUE,29,male,TRUE,2,TRUE,TRUE,employed,salaried,5,3,2,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,3,2,TRUE,TRUE,3,1,8,1
231,J,FALSE,31,female,TRUE,0,FALSE,TRUE,employed,irregular_seasonal,2,3,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,FALSE,FALSE,0,0,0,0
232,A,FALSE,34,female,TRUE,0,FALSE,TRUE,employed,self_employed,5,2,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,FALSE,FALSE,2,0,2,0
233,J,FALSE,17,male,FALSE,1,TRUE,FALSE,housewife_or_student,not_working,1,1,2,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,FALSE,FALSE,0,0,0,1
234,A,TRUE,37,female,TRUE,2,FALSE,FALSE,housewife_or_student,not_working,2,3,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3,2,TRUE,TRUE,1,0,1,0
235,G,FALSE,43,male,FALSE,1,TRUE,TRUE,employed,self_employed,5,0,1,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,2,2,FALSE,FALSE,1,1,2,1
236,G,FALSE,35,male,TRUE,3,TRUE,TRUE,employed,salaried,5,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,2,TRUE,TRUE,3,0,10,1
237,C,FALSE,18,female,FALSE,2,TRUE,FALSE,unemployed,not_working,2,1,2,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,3,2,TRUE,TRUE,2,1,5,1
238,A,FALSE,35,male,TRUE,2,TRUE,FALSE,housewife_or_student,not_working,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,2,TRUE,TRUE,2,0,1,1
239,G,FALSE,27,female,FALSE,3,TRUE,FALSE,other,other,5,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,3,2,TRUE,TRUE,2,0,5,1
240,J,FALSE,62,male,FALSE,0,FALSE,TRUE,employed,irregular_seasonal,5,3,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,FALSE,FALSE,0,0,0,0
241,G,FALSE,26,female,FALSE,1,FALSE,FALSE,retired_or_disabled,not_working,5,3,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,2,FALSE,FALSE,1,0,2,0
242,F,TRUE,28,female,FALSE,3,TRUE,TRUE,employed,self_employed,5,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,2,TRUE,TRUE,1,0,4,1
243,A,FALSE,40,male,TRUE,0,FALSE,FALSE,housewife_or_student,not_working,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,1,FALSE,FALSE,0,0,0,0
244,J,FALSE,31,female,TRUE,0,FALSE,TRUE,employed,irregular_seasonal,2,1,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,FALSE,FALSE,0,0,0,0
245,G,TRUE,28,female,TRUE,2,TRUE,TRUE,employed,salaried,2,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,3,2,TRUE,TRUE,2,0,8,1
246,G,TRUE,31,male,TRUE,2,TRUE,TRUE,employed,self_employed,5,0,1,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,3,2,TRUE,TRUE,3,1,10,1
247,D,TRUE,33,male,FALSE,2,TRUE,TRUE,employed,self_employed,3,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,2,TRUE,FALSE,0,0,0,1
248,C,FALSE,39,male,TRUE,0,FALSE,FALSE,housewife_or_student,not_working,5,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,1,TRUE,FALSE,0,0,0,0
249,J,FALSE,38,male,TRUE,0,FALSE,FALSE,other,other,2,2,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,FALSE,FALSE,0,0,0,0
250,C,FALSE,28,female,TRUE,3,TRUE,TRUE,employed,irregular_seasonal,3,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,2,TRUE,TRUE,1,0,0,1
251,G,TRUE,21,female,TRUE,2,TRUE,TRUE,employed,self_employed,3,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,2,2,FALSE,FALSE,1,1,4,1
252,C,FALSE,46,female,TRUE,0,FALSE,FALSE,unemployed,not_working,,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,FALSE,FALSE,0,0,0,0
253,I,TRUE,31,male,TRUE,0,FALSE,FALSE,housewife_or_student,not_working,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,FALSE,FALSE,0,0,0,0
254,D,FALSE,39,male,TRUE,1,TRUE,TRUE,employed,irregular_seasonal,3,2,2,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,FALSE,FALSE,0,1,0,1
255,G,TRUE,21,male,TRUE,1,TRUE,TRUE,employed,self_employed,3,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,0,0,FALSE,FALSE,1,1,3,1
256,I,FALSE,30,female,TRUE,3,TRUE,TRUE,employed,salaried,5,1,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3,2,TRUE,TRUE,1,0,2,1
257,F,FALSE,18,female,FALSE,1,FALSE,TRUE,employed,self_employed,2,1,2,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,0,FALSE,FALSE,0,0,0,0
258,F,TRUE,25,female,FALSE,0,FALSE,TRUE,employed,self_employed,5,2,2,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,FALSE,FALSE,0,0,0,0
259,D,TRUE,23,female,FALSE,2,TRUE,TRUE,employed,salaried,3,1,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2,2,TRUE,FALSE,2,0,7,1
260,A,FALSE,61,male,TRUE,3,TRUE,FALSE,retired_or_disabled,not_working,5,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,2,TRUE,FALSE,2,0,2,1
261,A,FALSE,31,male,TRUE,2,TRUE,FALSE,housewife_or_student,not_working,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,2,TRUE,TRUE,1,0,1,1
262,J,TRUE,31,female,FALSE,3,TRUE,TRUE,employed,self_employed,2,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,3,2,TRUE,TRUE,2,0,5,1
263,F,FALSE,30,male,TRUE,,FALSE,TRUE,employed,irregular_seasonal,2,2,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,FALSE,FALSE,0,0,0,0
264,G,FALSE,27,female,TRUE,2,TRUE,TRUE,employed,self_employed,3,0,1,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,3,2,FALSE,FALSE,1,0,5,1
265,C,FALSE,18,female,FALSE,2,TRUE,FALSE,housewife_or_student,not_working,1,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,2,TRUE,FALSE,0,0,0,1
266,G,TRUE,24,male,FALSE,3,TRUE,FALSE,other,other,2,3,2,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,3,2,TRUE,FALSE,1,0,7,1
267,G,TRUE,31,female,FALSE,3,TRUE,TRUE,employed,salaried,5,3,2,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,3,2,TRUE,TRUE,3,1,8,1
268,F,FALSE,37,female,TRUE,3,TRUE,TRUE,employed,self_employed,5,1,2,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,3,2,TRUE,TRUE,1,0,4,1
269,I,TRUE,30,female,TRUE,3,TRUE,TRUE,employed,self_employed,4,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,3,2,TRUE,TRUE,1,0,1,1
270,A,FALSE,71,female,TRUE,1,FALSE,TRUE,employed,self_employed,4,1,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,FALSE,FALSE,0,0,0,0
271,D,FALSE,30,female,TRUE,0,FALSE,FALSE,other,other,3,1,2,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,FALSE,FALSE,0,0,0,0
272,D,FALSE,34,female,TRUE,2,TRUE,TRUE,employed,self_employed,5,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,2,2,FALSE,FALSE,1,0,5,1
273,J,FALSE,23,male,TRUE,2,FALSE,TRUE,employed,irregular_seasonal,2,2,2,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,FALSE,FALSE,0,0,0,0
274,I,TRUE,32,female,TRUE,3,TRUE,TRUE,employed,self_employed,1,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,3,2,TRUE,TRUE,1,1,2,1
275,G,TRUE,43,male,TRUE,2,TRUE,TRUE,employed,salaried,5,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,2,TRUE,FALSE,2,1,2,1
276,A,FALSE,48,female,TRUE,1,FALSE,FALSE,retired_or_disabled,not_working,2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,1,FALSE,FALSE,1,0,2,0
277,F,FALSE,28,female,TRUE,2,FALSE,FALSE,housewife_or_student,not_working,2,2,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,1,FALSE,FALSE,1,0,1,0
278,A,FALSE,35,female,TRUE,2,TRUE,TRUE,employed,self_employed,2,1,2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,0,0,FALSE,FALSE,0,0,0,1
279,F,TRUE,31,male,TRUE,2,TRUE,TRUE,employed,self_employed,3,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3,2,FALSE,FALSE,0,2,0,1
280,A,FALSE,22,female,TRUE,2,TRUE,FALSE,housewife_or_student,not_working,1,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,1,FALSE,FALSE,1,0,2,1
